path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,finish editing,check,finish editing,save,finish editing,save,finish editing,save,save,save,finish editing;no data;000days 00h 00m 00s;044days 18h 36m 05s;042days 03h 40m 45s;000days 01h 48m 43s;000days 00h 02m 02s;001days 10h 23m 12s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,save,check,check,finish editing;no data;000days 00h 00m 05s;000days 00h 01m 51s;037days 02h 48m 45s;000days 00h 00m 08s;000days 00h 00m 18s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;026days 11h 20m 32s;017days 22h 30m 37s;000days 00h 01m 27s;005days 23h 49m 45s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;146days 22h 06m 50s;002days 03h 40m 42s;027days 07h 13m 47s;000days 00h 00m 31s;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 01s;018days 02h 57m 55s;021days 03h 50m 54s;011days 08h 56m 10s;000days 00h 00m 40s;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,finish editing,save,check,finish editing,save,check,finish editing,finish editing,finish editing;no data;000days 00h 00m 00s;057days 14h 57m 26s;000days 00h 03m 16s;047days 17h 01m 56s;008days 17h 48m 02s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,save,check,finish editing,save,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;015days 16h 38m 23s;011days 23h 22m 21s;000days 00h 01m 30s;000days 11h 20m 32s;;;;;;;;
initialize,begin editing,check,insert document,save,check,save,check,finish editing,save,finish editing;no data;000days 00h 00m 01s;029days 09h 09m 52s;000days 00h 03m 03s;013days 22h 01m 22s;007days 16h 54m 40s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;040days 05h 44m 02s;085days 02h 13m 06s;000days 00h 00m 03s;000days 09h 07m 00s;000days 21h 45m 21s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;043days 18h 47m 34s;016days 23h 27m 42s;013days 04h 29m 49s;;;;;;;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;031days 12h 50m 47s;079days 18h 57m 41s;022days 01h 36m 14s;000days 00h 00m 06s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,check,finish editing;no data;000days 00h 00m 01s;032days 02h 57m 27s;;000days 00h 00m 01s;000days 00h 07m 23s;001days 08h 41m 33s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;030days 00h 48m 29s;000days 00h 12m 48s;000days 00h 00m 51s;011days 23h 43m 43s;;;;;;;;
initialize,begin editing,save,insert document,save,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;no data;000days 01h 28m 29s;003days 20h 45m 09s;024days 10h 37m 55s;000days 00h 00m 30s;014days 00h 13m 35s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;003days 11h 02m 38s;109days 20h 19m 48s;000days 00h 00m 00s;;005days 00h 49m 06s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;091days 00h 30m 24s;049days 17h 08m 30s;000days 00h 00m 09s;;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,check,check,check,finish editing,insert document,save,finish editing;no data;004days 01h 17m 45s;000days 00h 05m 26s;000days 22h 31m 14s;000days 00h 00m 08s;009days 16h 40m 27s;;;;;;;;
initialize,begin editing,save,check,save,save,check,finish editing;no data;000days 00h 22m 53s;000days 00h 00m 58s;;000days 00h 00m 12s;000days 00h 14m 14s;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 01s;037days 01h 32m 58s;000days 00h 00m 56s;000days 05h 55m 57s;018days 11h 28m 08s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;245days 01h 00m 56s;077days 01h 43m 12s;002days 10h 06m 55s;000days 00h 00m 09s;000days 01h 16m 27s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;122days 16h 34m 15s;005days 23h 57m 27s;000days 00h 00m 14s;004days 06h 49m 57s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;049days 13h 18m 43s;402days 23h 55m 35s;000days 00h 00m 03s;000days 00h 00m 06s;000days 00h 48m 20s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;277days 23h 46m 44s;000days 00h 01m 08s;000days 00h 00m 03s;041days 22h 24m 56s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;027days 04h 21m 03s;023days 03h 58m 29s;000days 00h 00m 16s;001days 23h 55m 04s;;;;;;;;
initialize,begin editing,save,insert document,save,save,insert document,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 20h 09m 02s;018days 12h 18m 49s;003days 11h 40m 06s;000days 00h 00m 04s;011days 23h 33m 07s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,check,finish editing,check,save,check,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;054days 02h 51m 32s;036days 00h 02m 14s;000days 00h 03m 24s;007days 10h 01m 50s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,insert document,save,finish editing;no data;001days 23h 46m 51s;000days 00h 09m 50s;016days 20h 27m 52s;009days 01h 16m 08s;000days 00h 00m 35s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,save,save,save,save,save,save,save,save,finish editing,save,save,save,save,save,check,check,save,check,save,save,save,check,save,save,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing,finish editing,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;016days 23h 28m 53s;010days 00h 14m 42s;004days 08h 36m 57s;004days 17h 23m 38s;;;;;;;;
initialize,begin editing,save,insert document,save,save,insert document,save,save,save,save,save,save,save,check,finish editing,save,check,finish editing;no data;011days 00h 18m 56s;004days 20h 35m 33s;019days 08h 43m 49s;000days 00h 00m 10s;000days 00h 00m 13s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;019days 11h 54m 11s;001days 04h 59m 49s;001days 22h 56m 44s;000days 00h 00m 47s;;;;;;;;
initialize,begin editing,insert document,save,save,insert document,save,check,finish editing;no data;000days 23h 01m 47s;000days 00h 06m 34s;019days 11h 44m 18s;000days 00h 00m 03s;000days 00h 00m 26s;;;;;;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;058days 07h 55m 01s;029days 03h 36m 29s;000days 00h 00m 05s;008days 18h 05m 06s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;164days 17h 18m 33s;035days 17h 33m 57s;000days 18h 50m 50s;034days 00h 51m 57s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,insert document,save,check,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;055days 07h 42m 37s;000days 02h 34m 57s;000days 00h 00m 10s;000days 00h 41m 04s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;014days 07h 36m 23s;005days 22h 59m 30s;000days 00h 01m 54s;000days 00h 00m 20s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,insert document,save,save,check,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;000days 00h 06m 21s;000days 00h 01m 10s;000days 00h 00m 02s;017days 12h 27m 20s;000days 01h 26m 24s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,check,check,insert document,save,save,check,finish editing;no data;000days 23h 39m 54s;011days 22h 53m 45s;000days 00h 15m 19s;000days 00h 00m 18s;000days 00h 00m 21s;;;;;;;;
