path;fail rate in %;bot share in %
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;0.0;60.87
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,check,finish editing;0.0;47.06
initialize,begin editing,insert document,save,save,finish editing;0.0;27.78
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,save,check,check,check,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;50.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,save,finish editing;0.0;42.42
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,finish editing;0.0;75.0
initialize,begin editing,save,save,finish editing,insert document,save,finish editing;0.0;12.5
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;0.0;15.38
initialize,begin editing,save,insert document,save,save,check,save,check,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;0.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,check,finish editing;0.0;63.64
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing;0.0;80.77
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,check,finish editing;0.0;10.53
initialize,begin editing,save,save,finish editing,save,save,finish editing,finish editing;0.0;0.0
initialize,begin editing,check,insert document,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;36.0
initialize,begin editing,save,save,save,check,save,finish editing;0.0;12.5
initialize,begin editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;56.25
initialize,begin editing,save,check,insert document,save,check,finish editing;0.0;18.75
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;10.0
initialize,begin editing,check,check,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;20.0
initialize,begin editing,save,insert document,save,check,save,check,save,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;38.89
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,check,finish editing;0.0;16.67
initialize,begin editing,check,insert document,save,check,check,check,check,finish editing,save,save,finish editing,save,save,save,finish editing,save,finish editing;0.0;10.53
initialize,begin editing,save,check,insert document,save,check,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;13.33
initialize,begin editing,save,insert document,save,save,save,save,check,check,finish editing,insert document,save,check,finish editing;0.0;0.0
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;0.0;56.25
initialize,begin editing,insert document,save,save,save,save,save,check,finish editing,save,check,finish editing;0.0;15.38
