path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;011days 08h 29m 33s;no data;000days 00h 00m 07s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,save,save,save,finish editing,save,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;100days 06h 55m 29s;no data;007days 10h 16m 08s;;;;;;;;;
initialize,begin editing,check,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;no data;no data;071days 16h 38m 09s;no data;000days 00h 00m 05s;no data;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;028days 05h 09m 04s;008days 05h 59m 56s;000days 00h 00m 03s;000days 07h 44m 39s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;105days 08h 33m 40s;no data;000days 00h 00m 05s;000days 00h 00m 26s;;;;;;;;
initialize,insert document,save,begin editing,save,save,save,finish editing,insert document,save,finish editing;no data;no data;000days 00h 01m 44s;031days 02h 54m 16s;000days 00h 00m 09s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;032days 18h 33m 22s;no data;000days 00h 00m 00s;067days 13h 57m 53s;;;;;;;;
initialize,begin editing,save,insert document,save,save,save,insert document,save,check,insert document,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;015days 11h 35m 58s;008days 02h 43m 12s;000days 00h 00m 01s;004days 22h 45m 28s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;123days 16h 07m 11s;no data;000days 00h 00m 08s;000days 00h 00m 00s;000days 00h 27m 06s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing,finish editing;no data;no data;151days 05h 46m 53s;no data;202days 16h 06m 59s;;;;;;;;;
initialize,begin editing,insert document,save,insert document,save,save,save,save,save,finish editing;no data;no data;011days 01h 17m 36s;000days 00h 00m 52s;no data;;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;no data;062days 10h 45m 08s;no data;000days 00h 00m 24s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,finish editing,finish editing;no data;no data;012days 02h 42m 30s;no data;056days 20h 12m 44s;no data;001days 22h 16m 09s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,check,check,finish editing,check,finish editing,save,finish editing;no data;no data;061days 08h 41m 56s;no data;000days 00h 00m 03s;023days 04h 01m 53s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;073days 02h 04m 10s;no data;055days 21h 49m 38s;;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,save,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,save,finish editing,save,save,finish editing,save,finish editing;no data;no data;100days 01h 59m 20s;no data;000days 07h 00m 46s;004days 22h 43m 46s;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,check,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 00m 20s;000days 00h 00m 23s;000days 00h 04m 49s;028days 22h 08m 09s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,finish editing;no data;no data;065days 01h 18m 22s;no data;000days 22h 27m 34s;000days 00h 00m 27s;000days 00h 27m 17s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,save,save,save,save,check,finish editing;no data;no data;010days 23h 13m 53s;no data;no data;000days 00h 00m 04s;;;;;;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;068days 17h 55m 00s;no data;032days 06h 10m 51s;005days 06h 58m 10s;;;;;;;;
initialize,begin editing,check,check,insert document,save,check,check,finish editing,save,check,finish editing;no data;no data;035days 09h 54m 15s;no data;000days 00h 00m 00s;017days 22h 52m 44s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;068days 21h 50m 50s;no data;000days 00h 02m 19s;000days 00h 00m 07s;000days 01h 19m 58s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;no data;074days 18h 00m 24s;no data;000days 00h 17m 13s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing;no data;no data;040days 19h 31m 48s;no data;000days 00h 00m 09s;;000days 16h 00m 18s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,check,save,finish editing,save,check,finish editing,save,check,finish editing,check,finish editing;no data;no data;017days 08h 50m 01s;no data;000days 00h 00m 18s;016days 12h 05m 27s;;;;;;;;
initialize,begin editing,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;no data;no data;020days 17h 37m 23s;no data;000days 00h 00m 02s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,check,finish editing;no data;no data;023days 18h 38m 07s;no data;000days 00h 00m 10s;011days 02h 06m 59s;001days 22h 07m 54s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,insert document,save,save,save,check,finish editing;no data;no data;000days 00h 06m 07s;005days 16h 04m 08s;no data;029days 16h 03m 40s;;;;;;;;
initialize,begin editing,save,check,save,insert document,save,check,check,check,finish editing,insert document,save,check,check,finish editing,save,check,finish editing;no data;no data;012days 00h 27m 33s;009days 04h 23m 34s;007days 12h 35m 50s;034days 02h 08m 32s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;182days 17h 44m 42s;no data;000days 00h 00m 04s;000days 00h 00m 26s;000days 00h 27m 07s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;no data;062days 10h 52m 23s;no data;000days 03h 01m 23s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,save,check,finish editing;no data;no data;016days 03h 15m 28s;no data;000days 00h 00m 03s;000days 00h 22m 49s;000days 00h 27m 17s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,save,check,finish editing,save,finish editing;no data;no data;097days 14h 04m 20s;no data;000days 00h 01m 30s;000days 00h 00m 46s;;;;;;;;
